3,4,0
3,7,1
4,4,2
4,6,3
5,2,4
5,3,5
5,7,6
5,8,7
6,1,8
6,2,9
6,5,10
6,7,11
6,8,12
7,0,13
7,3,14
7,5,15
7,6,16
7,8,17
8,1,18
8,9,19
